,AAPL,BTC-USD,CL=F,ETH-USD,GC=F,JPM,MSFT,QQQ,TSLA,^GSPC
2019-09-06 00:00:00+00:00,51.58993148803711,10353.302734375,56.52000045776367,169.9561767578125,1506.199951171875,96.68245697021484,132.86135864257812,185.33265686035156,15.16333293914795,2978.7099609375
2019-09-07 00:00:00+00:00,,10517.2548828125,,178.2626190185547,,,,,,
2019-09-08 00:00:00+00:00,,10441.2763671875,,181.35552978515625,,,,,,
2019-09-09 00:00:00+00:00,51.81007766723633,10334.974609375,57.849998474121094,181.1494598388672,1502.199951171875,99.07784271240234,131.3522186279297,184.94569396972656,15.452667236328125,2978.429931640625
2019-09-10 00:00:00+00:00,52.42211151123047,10115.9755859375,57.400001525878906,179.78717041015625,1490.300048828125,100.33992004394531,129.976806640625,184.41366577148438,15.702667236328125,2979.389892578125
2019-09-11 00:00:00+00:00,54.0888786315918,10178.3720703125,55.75,178.72549438476562,1494.4000244140625,100.61468505859375,130.01498413085938,186.14520263671875,16.47333335876465,3000.929931640625
2019-09-12 00:00:00+00:00,53.967926025390625,10410.126953125,55.09000015258789,181.01609802246094,1498.699951171875,101.23283386230469,131.3522186279297,186.91905212402344,16.391332626342773,3009.570068359375
2019-09-13 00:00:00+00:00,52.918033599853516,10360.546875,54.849998474121094,181.10972595214844,1490.9000244140625,103.22468566894531,131.1611785888672,186.2515869140625,16.34666633605957,3007.389892578125
2019-09-14 00:00:00+00:00,,10358.048828125,,188.1055145263672,,,,,,
2019-09-15 00:00:00+00:00,,10347.712890625,,189.78912353515625,,,,,,
2019-09-16 00:00:00+00:00,53.19622802734375,10276.7939453125,62.900001525878906,197.11317443847656,1503.0999755859375,102.30601501464844,130.21556091308594,185.41964721679688,16.187332153320312,2997.9599609375
2019-09-17 00:00:00+00:00,53.3897590637207,10241.2724609375,59.34000015258789,208.60874938964844,1505.0999755859375,101.79946899414062,131.22801208496094,186.30966186523438,16.319332122802734,3005.699951171875
2019-09-18 00:00:00+00:00,53.8905143737793,10198.248046875,58.11000061035156,211.39303588867188,1507.5,102.82115173339844,132.30735778808594,186.2322540283203,16.232667922973633,3006.72998046875
