Date,Close,High,Low,Open,Volume
2018-01-01,0.7286570072174072,0.7300509810447693,0.6719409823417664,0.7188469767570496,150186000
2018-01-02,0.7825869917869568,0.7946460247039795,0.6978560090065002,0.7246760129928589,289712000
2018-01-03,1.0796600580215454,1.085669994354248,0.778577983379364,0.7796810269355774,657398016
2018-01-04,1.1141200065612793,1.3272099494934082,1.0376499891281128,1.0940300226211548,593430016
2018-01-05,0.9995589852333069,1.2524199485778809,0.9035030007362366,1.1711499691009521,508100000
2018-01-06,1.02715003490448,1.054010033607483,0.9291830062866211,0.996999979019165,297615008
2018-01-07,1.0085200071334839,1.0439599752426147,0.9913910031318665,1.024150013923645,226067008
2018-01-08,0.8990020155906677,0.9993289709091187,0.7643280029296875,0.9993289709091187,264460992
2018-01-09,0.8147429823875427,0.919435977935791,0.7961770296096802,0.8981850147247314,209492000
2018-01-10,0.7931209802627563,0.8162519931793213,0.6768350005149841,0.8158720135688782,236472000
2018-01-11,0.6884120106697083,0.7915220260620117,0.5724999904632568,0.7915220260620117,229000992
2018-01-12,0.8975080251693726,0.9322689771652222,0.6599670052528381,0.6957690119743347,365795008
2018-01-13,0.8841239809989929,0.9693250060081482,0.8364859819412231,0.9174100160598755,313215008
2018-01-14,0.802262008190155,0.8819609880447388,0.7495139837265015,0.8819609880447388,160712000
2018-01-15,0.7785869836807251,0.8845059871673584,0.777413010597229,0.795760989189148,972993024
2018-01-16,0.626492977142334,0.7806209921836853,0.47994399070739746,0.7806209921836853,1632649984
2018-01-17,0.6291019916534424,0.6785169839859009,0.4406200051307678,0.6241229772567749,1713769984
2018-01-18,0.6598430275917053,0.7110080122947693,0.5915279984474182,0.6312950253486633,1285490048
2018-01-19,0.6504979729652405,0.6885200142860413,0.6159359812736511,0.6495440006256104,584574016
2018-01-20,0.7075099945068359,0.7262420058250427,0.6476439833641052,0.6565639972686768,738798976
2018-01-21,0.6131629943847656,0.7063909769058228,0.5907930135726929,0.7063909769058228,847731008
2018-01-22,0.5704579949378967,0.6314849853515625,0.5218889713287354,0.6149830222129822,522984000
2018-01-23,0.5630699992179871,0.5922309756278992,0.5200129747390747,0.5665370225906372,375958016
2018-01-24,0.6222079992294312,0.6360089778900146,0.5447530150413513,0.5633689761161804,689838016
2018-01-25,0.6374949812889099,0.6830229759216309,0.6215599775314331,0.6293370127677917,654814016
2018-01-26,0.6233819723129272,0.6528480052947998,0.5662180185317993,0.6339030265808105,810062016
2018-01-27,0.616832971572876,0.6329560279846191,0.5952690243721008,0.6234769821166992,331308992
2018-01-28,0.6702859997749329,0.6819459795951843,0.6205599904060364,0.6205599904060364,325145984
2018-01-29,0.6232039928436279,0.6693729758262634,0.6207600235939026,0.6693729758262634,238318000
2018-01-30,0.5319129824638367,0.6247990131378174,0.5234180092811584,0.6247990131378174,359622016
2018-01-31,0.5193150043487549,0.5502520203590393,0.4713369905948639,0.5275980234146118,505904000
2018-02-01,0.421671986579895,0.5353220105171204,0.4120450019836426,0.5159119963645935,595624000
2018-02-02,0.39053401350975037,0.4194599986076355,0.2747339904308319,0.4194599986076355,1438809984
2018-02-03,0.438836008310318,0.5016390085220337,0.33081498742103577,0.40096500515937805,1404499968
2018-02-04,0.3793030083179474,0.48014000058174133,0.36982300877571106,0.4338650107383728,814753984
2018-02-05,0.3273710012435913,0.399522989988327,0.3196460008621216,0.38504400849342346,658547968
2018-02-06,0.36975300312042236,0.3787190020084381,0.26652300357818604,0.3312090039253235,1338390016
2018-02-07,0.34044700860977173,0.37721899151802063,0.33250701427459717,0.36726701259613037,679744000
